gene,species,summary_uid,summary_symbol,summary_name,summary_type,summary_chromosome,summary_text,disease_count,disease_names,domain_count,domain_names,ols_identity_count,ols_identity_labels,ols_function_count,ols_function_labels,error
NEGR1,Homo,257194,NEGR1,neuronal growth regulator 1,,1,"Predicted to be involved in cell adhesion and regulation of synapse assembly. Predicted to act upstream of or within several processes, including cholesterol homeostasis; lipid droplet formation; and nervous system development. Predicted to be located in extracellular region and plasma membrane. Predicted to be active in postsynaptic density. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,NEGR1; NEGR1-IT1,0,,
AL513166.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
SLC44A5,Homo,204962,SLC44A5,solute carrier family 44 member 5,,1,"Enables choline transmembrane transporter activity. Involved in choline transport. Located in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,SLC44A5,0,,
ST6GALNAC3,Homo,,,,,,,0,,0,,1,ST6GALNAC3,0,,summary_not_found
ST6GALNAC5,Homo,81849,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",,1,"The protein encoded by this gene is a Golgi type II transmembrane glycosyltransferase. The encoded protein catalyzes the transfer of sialic acid to cell surface proteins to modulate cell-cell interactions. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2016]",0,,0,,1,ST6GALNAC5,0,,
AL035409.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
AK5,Homo,26289,AK5,adenylate kinase 5,,1,"This gene encodes a member of the adenylate kinase family, which is involved in regulating the adenine nucleotide composition within a cell by catalyzing the reversible transfer of phosphate groups among adenine nucleotides. This member is related to the UMP/CMP kinase of several species. It is located in the cytosol and expressed exclusively in brain. Alternatively spliced transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]",0,,0,,2,AK5; AK5-AS1,0,,
AC103591.3,Homo,11080,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,,1,"The protein encoded by this gene is a molecular chaperone, tumor suppressor, and member of the heat shock protein-40 family. The encoded protein binds the cell adhesion protein E-cadherin and targets it to the plasma membrane. This protein also binds incorrectly folded E-cadherin and targets it for endoplasmic reticulum-associated degradation. This gene is a strong tumor suppressor for colorectal carcinoma, and downregulation of it may serve as a good biomarker for predicting patient outcomes. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2015]",0,,0,,0,,0,,
IFI44L,Homo,10964,IFI44L,interferon induced protein 44 like,,1,"Predicted to be involved in immune response. Predicted to act upstream of or within cellular response to virus. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2025]",0,,0,,1,IFI44L,0,,
IFI44,Homo,10561,IFI44,interferon induced protein 44,,1,"Predicted to be involved in immune response. Predicted to act upstream of or within cellular response to virus and response to bacterium. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2025]",0,,0,,1,IFI44,0,,
ADGRL4,Homo,64123,ADGRL4,adhesion G protein-coupled receptor L4,,1,"Predicted to enable G protein-coupled receptor activity. Predicted to be involved in adenylate cyclase-activating G protein-coupled receptor signaling pathway. Predicted to be located in cytoplasmic vesicle. Predicted to be active in plasma membrane. Biomarker of glioblastoma and hypertrophic cardiomyopathy. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,ADGRL4,0,,
LINC01781,Homo,,,,,,,0,,0,,1,LINC01781,0,,summary_not_found
LINC01362,Homo,103283057,LINC01362,long intergenic non-protein coding RNA 1362,,1,,0,,0,,1,LINC01362,0,,
LINC01712,Homo,,,,,,,0,,0,,1,LINC01712,0,,summary_not_found
LINC01725,Homo,,,,,,,0,,0,,1,LINC01725,0,,summary_not_found
AL035706.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
TTLL7,Homo,,,,,,,0,,0,,2,TTLL7; TTLL7-IT1,0,,summary_not_found
AL359762.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
MCOLN2,Homo,255231,MCOLN2,mucolipin TRP cation channel 2,,1,"Mucolipins constitute a family of cation channel proteins with homology to the transient receptor potential superfamily. In mammals, the mucolipin family includes 3 members, MCOLN1 (MIM 605248), MCOLN2, and MCOLN3 (MIM 607400), that exhibit a common 6-membrane-spanning topology. Homologs of mammalian mucolipins exist in Drosophila and C. elegans. Mutations in the human MCOLN1 gene cause mucolipodosis IV (MIM 262650) (Karacsonyi et al., 2007 [PubMed 17662026]).[supplied by OMIM, Sep 2009]",0,,0,,1,MCOLN2,0,,
WDR63,Homo,126820,DNAI3,dynein axonemal intermediate chain 3,,1,"Enables Arp2/3 complex binding activity. Involved in negative regulation of Arp2/3 complex-mediated actin nucleation and negative regulation of cell migration. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,DNAI3,0,,
MCOLN3,Homo,55283,MCOLN3,mucolipin TRP cation channel 3,,1,"This gene encodes one of members of the mucolipin cation channel proteins. Mutation studies of the highly similar protein in mice have shown that the protein is found in cochlea hair cells, and mutant mice show early-onset hearing loss and balance problems. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2011]",0,,0,,1,MCOLN3,0,,
AL078459.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
DDAH1,Homo,23576,DDAH1,dimethylarginine dimethylaminohydrolase 1,,1,"This gene belongs to the dimethylarginine dimethylaminohydrolase (DDAH) gene family. The encoded enzyme plays a role in nitric oxide generation by regulating cellular concentrations of methylarginines, which in turn inhibit nitric oxide synthase activity. [provided by RefSeq, Jul 2008]",0,,0,,1,DDAH1,0,,
COL24A1,Homo,255631,COL24A1,collagen type XXIV alpha 1 chain,,1,"This gene is a member of the collagen gene family and is thought to regulate type I collagen fibrillogenesis during fetal development. [provided by RefSeq, Mar 2017]",0,,0,,1,COL24A1,0,,
HS2ST1,Homo,9653,HS2ST1,heparan sulfate 2-O-sulfotransferase 1,,1,"Heparan sulfate biosynthetic enzymes are key components in generating a myriad of distinct heparan sulfate fine structures that carry out multiple biologic activities. This gene encodes a member of the heparan sulfate biosynthetic enzyme family that transfers sulfate to the 2 position of the iduronic acid residue of heparan sulfate. The disruption of this gene resulted in no kidney formation in knockout embryonic mice, indicating that the absence of this enzyme may interfere with the signaling required for kidney formation. Two alternatively spliced transcript variants that encode different proteins have been found for this gene. [provided by RefSeq, Aug 2008]",0,,0,,1,HS2ST1,0,,
LMO4,Homo,8543,LMO4,LIM domain only 4,,1,"This gene encodes a cysteine-rich protein that contains two LIM domains but lacks a DNA-binding homeodomain. The encoded protein may play a role as a transcriptional regulator or as an oncogene. [provided by RefSeq, Aug 2008]",0,,0,,2,LMO4; LIM domain containing,0,,
GBP1,Homo,2633,GBP1,guanylate binding protein 1,,1,"Guanylate binding protein expression is induced by interferon. Guanylate binding proteins are characterized by their ability to specifically bind guanine nucleotides (GMP, GDP, and GTP) and are distinguished from the GTP-binding proteins by the presence of 2 binding motifs rather than 3. [provided by RefSeq, Jul 2008]",0,,0,,1,GBP1,0,,
GBP2,Homo,2634,GBP2,guanylate binding protein 2,,1,"This gene belongs to the guanine-binding protein (GBP) family, which includes interferon-induced proteins that can bind to guanine nucleotides (GMP, GDP and GTP). The encoded protein is a GTPase which hydrolyzes GTP, predominantly to GDP. The protein may play a role as a marker of squamous cell carcinomas. [provided by RefSeq, Jul 2013]",0,,0,,1,GBP2,0,,
GBP7,Homo,388646,GBP7,guanylate binding protein 7,,1,"Guanylate-binding proteins, such as GBP7, are induced by interferon and hydrolyze GTP to both GDP and GMP (Olszewski et al., 2006 [PubMed 16689661]).[supplied by OMIM, Dec 2008]",0,,0,,1,GBP7,0,,
GBP4,Homo,115361,GBP4,guanylate binding protein 4,,1,"Guanylate-binding proteins, such as GBP4, are induced by interferon and hydrolyze GTP to both GDP and GMP (Vestal, 2005 [PubMed 16108726]).[supplied by OMIM, Dec 2008]",0,,0,,1,GBP4,0,,
GBP5,Homo,115362,GBP5,guanylate binding protein 5,,1,"This gene belongs to the TRAFAC class dynamin-like GTPase superfamily. The encoded protein acts as an activator of NLRP3 inflammasome assembly and has a role in innate immunity and inflammation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2017]",0,,0,,1,GBP5,0,,
AC099063.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
AC091614.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
TGFBR3,Homo,7049,TGFBR3,transforming growth factor beta receptor 3,,1,"This locus encodes the transforming growth factor (TGF)-beta type III receptor. The encoded receptor is a membrane proteoglycan that often functions as a co-receptor with other TGF-beta receptor superfamily members. Ectodomain shedding produces soluble TGFBR3, which may inhibit TGFB signaling. Decreased expression of this receptor has been observed in various cancers. Alternatively spliced transcript variants encoding different isoforms have been identified for this gene.[provided by RefSeq, Sep 2010]",0,,0,,1,TGFBR3,0,,
EPHX4,Homo,253152,EPHX4,epoxide hydrolase 4,,1,"Predicted to enable hydrolase activity. Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,EPHX4,0,,
EVI5,Homo,7813,EVI5,ecotropic viral integration site 5,,1,"Enables GTPase activator activity and small GTPase binding activity. Involved in positive regulation of GTPase activity and retrograde transport, endosome to Golgi. Located in cytosol. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,EVI5,0,,
DIPK1A,Homo,388650,DIPK1A,divergent protein kinase domain 1A,,1,"This gene encodes a member of the FAM69 family of cysteine-rich type II transmembrane proteins. These proteins localize to the endoplasmic reticulum but their specific functions are unknown. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2011]",0,,0,,1,DIPK1A,0,,
FNBP1L,Homo,54874,FNBP1L,formin binding protein 1 like,,1,"The protein encoded by this gene binds to both CDC42 and N-WASP. This protein promotes CDC42-induced actin polymerization by activating the N-WASP-WIP complex and, therefore, is involved in a pathway that links cell surface signals to the actin cytoskeleton. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]",0,,0,,1,FNBP1L,0,,
DPYD,Homo,1806,DPYD,dihydropyrimidine dehydrogenase,,1,"The protein encoded by this gene is a pyrimidine catabolic enzyme and the initial and rate-limiting factor in the pathway of uracil and thymidine catabolism. Mutations in this gene result in dihydropyrimidine dehydrogenase deficiency, an error in pyrimidine metabolism associated with thymine-uraciluria and an increased risk of toxicity in cancer patients receiving 5-fluorouracil chemotherapy. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]",0,,0,,4,DPYD; DPYD-AS1; DPYD-AS2; DPYD-IT1,0,,
SNX7,Homo,51375,SNX7,sorting nexin 7,,1,"This gene encodes a member of the sorting nexin family. Members of this family contain a phox (PX) domain, which is a phosphoinositide binding domain, and are involved in intracellular trafficking. This protein does not contain a coiled coil region like some family members, and its exact function is unknown. Alternative splicing results in multiple transcript variants. A related pseudogene has been identified on chromosome 11. [provided by RefSeq, Jun 2010]",0,,0,,2,SNX7; SNX7-DT,0,,
PLPPR4,Homo,9890,PLPPR4,phospholipid phosphatase related 4,,1,"The protein encoded by this gene belongs to the lipid phosphate phosphatase (LPP) family. LPPs catalyze the dephosphorylation of a number of bioactive lipid mediators that regulate a variety of cell functions. This protein is specifically expressed in neurons. It is located in the membranes of outgrowing axons and has been shown to be important for axonal outgrowth during development and regenerative sprouting. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Oct 2009]",0,,0,,1,PLPPR4,0,,
CDC14A,Homo,,,,,,,0,,0,,1,CDC14A,0,,summary_not_found
NTNG1,Homo,22854,NTNG1,netrin G1,,1,"This gene encodes a preproprotein that is processed into a secreted protein containing eukaroytic growth factor (EGF)-like domains. This protein acts to guide axon growth during neuronal development. Polymorphisms in this gene may be associated with schizophrenia. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Aug 2015]",0,,0,,2,NTNG1; NTNG2,0,,
VAV3,Homo,10451,VAV3,vav guanine nucleotide exchange factor 3,,1,"This gene is a member of the VAV gene family. The VAV proteins are guanine nucleotide exchange factors (GEFs) for Rho family GTPases that activate pathways leading to actin cytoskeletal rearrangements and transcriptional alterations. This gene product acts as a GEF preferentially for RhoG, RhoA, and to a lesser extent, RAC1, and it associates maximally with the nucleotide-free states of these GTPases. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008]",0,,0,,2,VAV3; VAV3-AS1,0,,
VAV3-AS1,Homo,,,,,,,0,,0,,1,VAV3-AS1,0,,summary_not_found
LINC02785,Homo,107985124,LINC02785,long intergenic non-protein coding RNA 2785,,1,,0,,0,,1,VAV3-AS1,0,,
SORT1,Homo,6272,SORT1,sortilin 1,,1,"This gene encodes a member of the VPS10-related sortilin family of proteins. The encoded preproprotein is proteolytically processed by furin to generate the mature receptor. This receptor plays a role in the trafficking of different proteins to either the cell surface, or subcellular compartments such as lysosomes and endosomes. Expression levels of this gene may influence the risk of myocardial infarction in human patients. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]",0,,0,,1,SORT1,0,,
